id,eclass,CO2,CO,HC,NOx,PMx,fuel,electricity,noise,route,type,waiting,lane,pos,speed,angle,x,y,timestep
19,HBEFA3/PC_G_EU4,3256.46,15.14,0.15,0.79,0.06,1038.68,0,72.9,!19,DEFAULT_VEHTYPE,0,:7872192194_0_1,3.38,28.78,52.03,3061.4,2417.02,
2,HBEFA3/PC_G_EU4,5965.46,118.57,0.68,2.56,0.12,1902.71,0,67.53,!2,DEFAULT_VEHTYPE,0,:7148445422_2_0,5.07,8.03,56.89,4285.13,3423.85,
20,HBEFA3/PC_G_EU4,7916.94,149.77,0.87,3.46,0.17,2525.12,0,70.75,!20,DEFAULT_VEHTYPE,0,:6600507937_2_0,5.88,8.88,138.23,3120.33,3319.17,
21,HBEFA3/PC_G_EU4,3959.21,29.25,0.22,1.48,0.05,1262.81,0,65.57,!21,DEFAULT_VEHTYPE,0,24926513#3_0,20.37,13.58,221.86,4231.97,3102.45,
23,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,56.81,!23,DEFAULT_VEHTYPE,0,:8010992533_0_0,11.22,9.76,68.08,2507.27,2522.37,
24,HBEFA3/PC_G_EU4,5394.08,38,0.31,1.91,0.1,1720.46,0,71.17,!24,DEFAULT_VEHTYPE,0,4987249#37_0,5.89,23.9,53.46,3471.32,2723.28,
26,HBEFA3/PC_G_EU4,5095.92,60.21,0.39,2.04,0.09,1625.36,0,66.18,!26,DEFAULT_VEHTYPE,0,:6517624846_6_0,5.1,12.47,139.17,2750.78,2823.21,
28,HBEFA3/PC_G_EU4,4154.39,45.87,0.31,1.61,0.06,1325.06,0,64.97,!28,DEFAULT_VEHTYPE,0,700632940#1_0,34.2,11.8,111.12,3558.71,3262.83,
29,HBEFA3/PC_G_EU4,5522.97,95.89,0.57,2.32,0.1,1761.57,0,66.36,!29,DEFAULT_VEHTYPE,0,:6603274472_3_0,13.34,9.33,138.23,3141.5,3295.47,
3,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,56.22,!3,DEFAULT_VEHTYPE,0,28496650#10_0,13.19,9.32,175.4,3771.87,3033.02,
30,HBEFA3/PC_G_EU4,20395.68,352.22,2.11,8.95,0.49,6505.18,0,78.4,!30,DEFAULT_VEHTYPE,0,24852990#4_0,0.33,25.66,121.44,2633.82,2408.28,
32,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,64.42,!32,DEFAULT_VEHTYPE,0,700671904#5_0,160,17.31,319.57,2546.2,2508.78,
33,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,62.41,!33,DEFAULT_VEHTYPE,0,24926513#2_0,16.64,12.26,221.86,4291.42,3168.79,
34,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,56.81,!34,DEFAULT_VEHTYPE,0,771970759_0,4.17,5.77,143.95,3541.13,2791.55,
35,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,61.02,!35,DEFAULT_VEHTYPE,0,771326027#3_0,55.86,10.18,310.66,2667.2,2982.81,
36,HBEFA3/PC_G_EU4,7118.65,105.4,0.65,3.01,0.14,2270.5,0,68.42,!36,DEFAULT_VEHTYPE,0,1131706977#1_0,38.33,11.99,147.22,3315.31,2313.12,
37,HBEFA3/PC_G_EU4,17427.19,282.61,1.72,7.64,0.41,5558.38,0,76.8,!37,DEFAULT_VEHTYPE,0,4987249#53_0,12.35,21.36,44.68,3709.59,2906.85,
38,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,56.59,!38,DEFAULT_VEHTYPE,0,646964291#2_0,49.68,9.48,143.58,3230.03,3313.32,
39,HBEFA3/PC_G_EU4,5217.61,45.23,0.33,2.03,0.09,1664.17,0,67.3,!39,DEFAULT_VEHTYPE,0,-703143665#2_0,95.07,15.36,42.6,3083.17,3238.94,
40,HBEFA3/PC_G_EU4,2377.24,9.51,0.1,0.78,0.02,758.25,0,63.23,!40,DEFAULT_VEHTYPE,0,30985684#3_0,68.37,11.77,308.12,2917.97,3252.54,
42,HBEFA3/PC_G_EU4,7603.21,125.77,0.75,3.27,0.15,2425.06,0,69.29,!42,DEFAULT_VEHTYPE,0,24887171#0_0,42.53,10.72,233.33,3763.21,2338.6,
43,HBEFA3/PC_G_EU4,4543.89,104.99,0.58,1.93,0.09,1449.31,0,64.98,!43,DEFAULT_VEHTYPE,0,:8412126904_4_0,3.75,6.67,306.13,4284.09,2832.83,
44,HBEFA3/PC_G_EU4,5433.91,116.03,0.66,2.33,0.11,1733.17,0,66.78,!44,DEFAULT_VEHTYPE,0,-28518554#1_0,22.81,7.28,42.77,4202.44,3172.23,
45,HBEFA3/PC_G_EU4,4088.87,116.51,0.63,1.76,0.08,1304.18,0,64.45,!45,DEFAULT_VEHTYPE,0,-30073707#1_0,15.6,5.04,142.87,3436.76,3216.84,
46,HBEFA3/PC_G_EU4,5238.7,147.58,0.8,2.32,0.11,1670.92,0,69.13,!46,DEFAULT_VEHTYPE,0,694204809#5_0,11.5,4.5,47.6,3483.81,3135.55,
47,HBEFA3/PC_G_EU4,3214.54,147.38,0.75,1.43,0.07,1025.33,0,64.28,!47,DEFAULT_VEHTYPE,0,-24926579_0,6.84,1.74,221.69,4190.34,2988.51,
5,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,62.01,!5,DEFAULT_VEHTYPE,0,700632938#2_0,180.59,11.25,47.73,3159.17,2966.12,
7,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,72.5,!7,DEFAULT_VEHTYPE,0,890643506_0,72.58,28.52,253.26,2846.71,2222.93,
9,HBEFA3/PC_G_EU4,5938,121.1,0.69,2.56,0.12,1893.95,0,67.62,!9,DEFAULT_VEHTYPE,0,769712194_0,7.94,7.75,58.07,3888.01,2259.5,
0,HBEFA3/PC_G_EU4,7931.26,106.15,0.67,3.33,0.16,2529.68,0,69.35,!0,DEFAULT_VEHTYPE,0,4987210#0_0,48.1,14.4,164.71,3792.53,2929.35,50
1,HBEFA3/PC_G_EU4,2621.18,164.37,0.81,1.2,0.07,836.09,0,55.01,!1,DEFAULT_VEHTYPE,1,843575350_0,8.47,0.02,140.55,2539.29,2550.9,
12,HBEFA3/PC_G_EU4,8523.05,108.87,0.71,3.34,0.18,2718.44,0,72.98,!12,DEFAULT_VEHTYPE,0,828126964#12_0,32.85,25.94,228.06,3035.53,3021.42,
13,HBEFA3/PC_G_EU4,5787.95,128.08,0.72,2.51,0.12,1846.09,0,67.85,!13,DEFAULT_VEHTYPE,0,28664939#0_0,11.03,6.88,241.55,4155.52,2592.75,
15,HBEFA3/PC_G_EU4,4979.12,100.19,0.57,2.1,0.09,1588.12,0,65.61,!15,DEFAULT_VEHTYPE,0,:6581328728_2_0,5.53,7.86,37.11,3566.38,2728.33,
18,HBEFA3/PC_G_EU4,13317.36,201.14,1.24,5.77,0.3,4247.56,0,74.02,!18,DEFAULT_VEHTYPE,0,:7872626540_0_1,3.3,18.4,221.57,3738.67,2967.87,
19,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,72.29,!19,DEFAULT_VEHTYPE,0,4987249#12_1,26.58,28.2,51.98,3083.62,2434.39,
2,HBEFA3/PC_G_EU4,8204.95,141.97,0.84,3.56,0.17,2616.98,0,70.36,!2,DEFAULT_VEHTYPE,0,:7148445422_2_0,15.36,10.3,61.92,4293.91,3429.02,
20,HBEFA3/PC_G_EU4,5618.66,89.66,0.54,2.34,0.1,1792.09,0,66.47,!20,DEFAULT_VEHTYPE,0,771321486#2_0,6.66,10.19,138.24,3127.12,3311.57,
21,HBEFA3/PC_G_EU4,2356.6,0,0.03,0.72,0.01,751.66,0,64.39,!21,DEFAULT_VEHTYPE,0,24926513#3_0,33.97,13.6,221.86,4222.9,3092.32,
23,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,53.27,!23,DEFAULT_VEHTYPE,0,:8010992531_0_0,5.83,6.96,86.03,2513.4,2522.98,
24,HBEFA3/PC_G_EU4,5172.85,33.87,0.28,1.8,0.09,1649.9,0,71.19,!24,DEFAULT_VEHTYPE,0,4987249#38_0,11.18,24.08,53.5,3490.67,2737.6,
26,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,62.67,!26,DEFAULT_VEHTYPE,0,-646964286#0_0,2.88,12.18,139.18,2758.74,2813.99,
28,HBEFA3/PC_G_EU4,5793.83,71.83,0.46,2.36,0.1,1847.95,0,67,!28,DEFAULT_VEHTYPE,0,700632940#1_0,47.06,12.86,111.12,3570.7,3258.2,
29,HBEFA3/PC_G_EU4,10229.92,170.04,1.02,4.48,0.22,3262.84,0,72.48,!29,DEFAULT_VEHTYPE,0,771321486#3_0,10.83,11.92,138.21,3149.44,3286.58,
3,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,49.13,!3,DEFAULT_VEHTYPE,0,28496650#10_0,18.37,5.17,176.58,3772.18,3027.86,
30,HBEFA3/PC_G_EU4,21628.34,388.29,2.31,9.48,0.53,6898.34,0,79.06,!30,DEFAULT_VEHTYPE,0,24852990#4_0,28.26,27.93,117.64,2658.45,2395.11,
32,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,60.82,!32,DEFAULT_VEHTYPE,0,700671904#5_0,173.29,13.29,319.57,2537.58,2518.9,
33,HBEFA3/PC_G_EU4,6410.6,80.66,0.52,2.64,0.12,2044.67,0,67.74,!33,DEFAULT_VEHTYPE,0,24926513#2_0,30.08,13.44,221.86,4282.45,3158.78,
34,HBEFA3/PC_G_EU4,5576.92,116.03,0.66,2.39,0.11,1778.78,0,66.96,!34,DEFAULT_VEHTYPE,0,771970759_0,11.71,7.54,69.14,3548.1,2792.71,
35,HBEFA3/PC_G_EU4,5259.16,73.13,0.46,2.15,0.09,1677.43,0,66.08,!35,DEFAULT_VEHTYPE,0,:6287624902_4_0,1,11.24,310.54,2658.66,2990.13,
36,HBEFA3/PC_G_EU4,2097.05,2.26,0.06,0.64,0.01,668.88,0,63.12,!36,DEFAULT_VEHTYPE,0,1131706977#1_0,50.29,11.96,147.22,3321.78,2303.06,
37,HBEFA3/PC_G_EU4,10776.7,146.51,0.93,4.48,0.23,3437.23,0,72.83,!37,DEFAULT_VEHTYPE,0,:7201339427_0_0,1.33,22.57,42.42,3725.13,2923.33,
38,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,51.04,!38,DEFAULT_VEHTYPE,0,646964291#2_0,55.63,5.96,143.58,3233.57,3308.53,
39,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,64.13,!39,DEFAULT_VEHTYPE,0,:6603274470_9_0,12.79,14.8,42.61,3093.19,3249.83,
40,HBEFA3/PC_G_EU4,2690.76,14.72,0.13,0.92,0.02,858.24,0,63.6,!40,DEFAULT_VEHTYPE,0,30985684#3_0,80.3,11.93,308.12,2908.58,3259.9,
42,HBEFA3/PC_G_EU4,7691.32,114.05,0.7,3.27,0.15,2453.15,0,69.09,!42,DEFAULT_VEHTYPE,0,24887171#0_0,54.95,12.41,233.33,3753.25,2331.19,
43,HBEFA3/PC_G_EU4,8011.43,148.93,0.87,3.5,0.17,2555.26,0,70.72,!43,DEFAULT_VEHTYPE,0,:8412126904_4_0,12.9,9.15,240.46,4275.8,2830.89,
44,HBEFA3/PC_G_EU4,5314.61,97.95,0.57,2.24,0.1,1695.12,0,66.09,!44,DEFAULT_VEHTYPE,0,-28518554#1_0,31.51,8.71,42.77,4208.35,3178.62,
45,HBEFA3/PC_G_EU4,5152.38,116.38,0.65,2.21,0.1,1643.38,0,66.4,!45,DEFAULT_VEHTYPE,0,:331245498_14_0,3.97,6.76,136.38,3441.27,3211.82,
46,HBEFA3/PC_G_EU4,6688.49,145.1,0.82,2.93,0.14,2133.32,0,69.87,!46,DEFAULT_VEHTYPE,0,694204809#5_0,18.5,7.01,47.6,3488.98,3140.28,
47,HBEFA3/PC_G_EU4,4208.18,136.99,0.72,1.85,0.09,1342.24,0,66.25,!47,DEFAULT_VEHTYPE,0,-24926579_0,10.59,3.75,221.69,4187.85,2985.71,
49,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.2,0.07,837.22,0,55.94,!49,DEFAULT_VEHTYPE,0,819350925#1_0,5.1,0,306.07,3205.89,1774.06,
5,HBEFA3/PC_G_EU4,2569.82,16.59,0.13,0.88,0.02,819.67,0,63.16,!5,DEFAULT_VEHTYPE,0,700632938#2_0,191.97,11.38,47.73,3167.6,2973.78,
7,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,71.9,!7,DEFAULT_VEHTYPE,0,30037815#0_0,3.63,27.77,251.98,2820.18,2214.7,
9,HBEFA3/PC_G_EU4,8148.92,143.04,0.85,3.54,0.17,2599.11,0,70.4,!9,DEFAULT_VEHTYPE,0,769712194_0,17.99,10.05,58.07,3896.54,2264.81,
0,HBEFA3/PC_G_EU4,10232.62,144.68,0.91,4.37,0.22,3263.69,0,71.53,!0,DEFAULT_VEHTYPE,0,4987210#0_0,64.31,16.21,173.68,3795.04,2913.35,51
1,HBEFA3/PC_G_EU4,2624.47,164.74,0.81,1.2,0.07,837.14,0,55.86,!1,DEFAULT_VEHTYPE,2,843575350_0,8.47,0,140.53,2539.3,2550.9,
12,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,70.23,!12,DEFAULT_VEHTYPE,0,828126964#12_0,57.81,24.96,228.06,3016.97,3004.74,
13,HBEFA3/PC_G_EU4,7654.65,141.1,0.83,3.33,0.16,2441.47,0,70.06,!13,DEFAULT_VEHTYPE,0,28664939#0_0,20.23,9.2,249.76,4146.95,2589.42,
15,HBEFA3/PC_G_EU4,8406.77,146.85,0.87,3.66,0.18,2681.35,0,70.72,!15,DEFAULT_VEHTYPE,0,24801830#6_0,5.61,10.22,36.15,3572.47,2736.54,
18,HBEFA3/PC_G_EU4,15628.12,245.64,1.5,6.81,0.36,4984.57,0,75.59,!18,DEFAULT_VEHTYPE,0,:7872626529_0_1,1.41,20.69,224.35,3724.42,2952.78,
19,HBEFA3/PC_G_EU4,4086.39,27.85,0.23,1.2,0.07,1303.38,0,72.73,!19,DEFAULT_VEHTYPE,0,4987249#13_1,6.2,28.06,52,3105.72,2451.67,
2,HBEFA3/PC_G_EU4,7843.8,119.63,0.73,3.35,0.16,2501.79,0,69.32,!2,DEFAULT_VEHTYPE,0,4987249#96_0,11.66,12.09,63.68,4304.73,3434.38,
20,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,50.08,!20,DEFAULT_VEHTYPE,0,771321486#2_0,12.35,5.69,138.24,3130.91,3307.33,
21,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,63.29,!21,DEFAULT_VEHTYPE,0,:7201338981_0_0,3.05,13.23,221.82,4214.08,3082.47,
23,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,58.63,!23,DEFAULT_VEHTYPE,0,24852990#1_0,3.17,6.72,134.18,2518.63,2519.06,
24,HBEFA3/PC_G_EU4,3925.16,8.13,0.13,1.21,0.06,1251.95,0,70.84,!24,DEFAULT_VEHTYPE,0,:7208831585_1_0,3.08,24.06,53.41,3510,2751.93,
26,HBEFA3/PC_G_EU4,4405.63,43.46,0.3,1.71,0.07,1405.19,0,65.62,!26,DEFAULT_VEHTYPE,0,-646964286#0_0,15.71,12.83,139.18,2767.13,2804.28,
28,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,60.92,!28,DEFAULT_VEHTYPE,0,700632940#1_0,58.86,11.8,97.33,3581.95,3255.12,
29,HBEFA3/PC_G_EU4,10960.21,169.45,1.04,4.76,0.24,3495.76,0,72.5,!29,DEFAULT_VEHTYPE,0,771321486#3_0,25.06,14.23,138.21,3158.93,3275.97,
3,HBEFA3/PC_G_EU4,7332.84,149.66,0.86,3.22,0.15,2338.83,0,70.55,!3,DEFAULT_VEHTYPE,0,:6574982712_0_0,4.43,7.76,177.74,3772.51,3020.1,
30,HBEFA3/PC_G_EU4,2412.5,0,0.02,0.42,0.03,769.5,0,72.2,!30,DEFAULT_VEHTYPE,0,24852990#4_0,55.83,27.57,117.64,2682.87,2382.32,
32,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,56.58,!32,DEFAULT_VEHTYPE,0,:6572799622_0_0,9.5,9.56,4.24,2536.53,2528.14,
33,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,62.6,!33,DEFAULT_VEHTYPE,0,24926513#2_0,42.93,12.86,221.86,4273.87,3149.2,
34,HBEFA3/PC_G_EU4,8248.96,146.38,0.86,3.59,0.17,2631.02,0,70.64,!34,DEFAULT_VEHTYPE,0,771970759_0,21.63,9.92,57.2,3556.44,2798.08,
35,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,61.67,!35,DEFAULT_VEHTYPE,0,:6287624902_4_0,11.94,10.94,310.06,2650.29,2997.17,
36,HBEFA3/PC_G_EU4,1994.6,0.64,0.05,0.59,0.01,636.2,0,62.99,!36,DEFAULT_VEHTYPE,0,1131706977#1_0,62.19,11.9,147.22,3328.22,2293.06,
37,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,64.95,!37,DEFAULT_VEHTYPE,0,:7872626528_0_0,0.28,18.07,40.43,3737.07,2936.95,
38,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,57.36,!38,DEFAULT_VEHTYPE,0,:6076965791_6_0,2.75,5.6,148.01,3236.56,3303.83,
39,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,59.17,!39,DEFAULT_VEHTYPE,0,-703143665#1_0,9.48,11.6,42.62,3101.04,3258.37,
40,HBEFA3/PC_G_EU4,3935.61,36.41,0.26,1.49,0.06,1255.28,0,65.02,!40,DEFAULT_VEHTYPE,0,30985684#3_0,92.76,12.46,307.79,2898.76,3267.57,
42,HBEFA3/PC_G_EU4,1545.4,0,0,0.37,0,492.93,0,62.86,!42,DEFAULT_VEHTYPE,0,24887171#0_0,67.15,12.2,233.33,3743.46,2323.9,
43,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,59.9,!43,DEFAULT_VEHTYPE,0,-28518556#2_0,7.44,8.82,220.9,4269.89,2824.37,
44,HBEFA3/PC_G_EU4,8112.29,135.4,0.81,3.51,0.17,2587.43,0,70,!44,DEFAULT_VEHTYPE,0,:7201338928_3_0,7.56,10.82,42.78,4215.7,3186.57,
45,HBEFA3/PC_G_EU4,7253.19,135.13,0.79,3.15,0.15,2313.42,0,69.48,!45,DEFAULT_VEHTYPE,0,:331245498_14_0,12.94,8.97,68.7,3449.57,3212.53,
46,HBEFA3/PC_G_EU4,5747.96,107.63,0.63,2.45,0.11,1833.33,0,66.89,!46,DEFAULT_VEHTYPE,0,694204809#5_0,27.14,8.63,47.6,3495.36,3146.1,
47,HBEFA3/PC_G_EU4,6169.64,143.75,0.8,2.71,0.13,1967.83,0,69.44,!47,DEFAULT_VEHTYPE,0,-24926579_0,16.83,6.24,221.69,4183.7,2981.05,
49,HBEFA3/PC_G_EU4,3186.48,147.37,0.75,1.42,0.07,1016.38,0,64.11,!49,DEFAULT_VEHTYPE,0,819350925#1_0,6.81,1.71,306.07,3204.5,1775.07,
5,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,61.89,!5,DEFAULT_VEHTYPE,0,700632938#2_0,203.08,11.11,47.73,3175.82,2981.25,
50,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.2,0.07,837.22,0,55.94,!50,DEFAULT_VEHTYPE,0,-24887099#3_0,5.1,0,237.84,3516.16,2269.33,
7,HBEFA3/PC_G_EU4,14957.39,257.63,1.55,6.31,0.36,4770.66,0,76.21,!7,DEFAULT_VEHTYPE,0,30037815#0_0,32.66,29.02,251.64,2792.64,2205.55,
9,HBEFA3/PC_G_EU4,6803.02,102.1,0.63,2.87,0.13,2169.84,0,68.05,!9,DEFAULT_VEHTYPE,0,769712194_0,29.58,11.59,58.07,3906.37,2270.94,
0,HBEFA3/PC_G_EU4,15553.24,246.36,1.5,6.82,0.36,4960.69,0,75.77,!0,DEFAULT_VEHTYPE,0,:6588365181_1_0,3.09,18.78,162.5,3799.25,2895.09,52
1,HBEFA3/PC_G_EU4,2624.54,164.75,0.81,1.2,0.07,837.16,0,55.94,!1,DEFAULT_VEHTYPE,3,843575350_0,8.47,0,140.53,2539.3,2550.9,
12,HBEFA3/PC_G_EU4,8911.14,115.62,0.75,3.53,0.19,2842.22,0,73,!12,DEFAULT_VEHTYPE,0,:6064964070_1_0,4.51,25.63,227.18,2997.94,2987.55,
13,HBEFA3/PC_G_EU4,7913.23,128.31,0.77,3.4,0.16,2523.94,0,69.6,!13,DEFAULT_VEHTYPE,0,28664939#0_0,31.4,11.17,249.76,4136.47,2585.55,
15,HBEFA3/PC_G_EU4,7558.25,114.87,0.7,3.22,0.15,2410.71,0,68.98,!15,DEFAULT_VEHTYPE,0,24801830#6_0,17.55,11.94,36.15,3579.51,2746.18,
18,HBEFA3/PC_G_EU4,18802.69,312.61,1.89,8.25,0.45,5997.09,0,77.55,!18,DEFAULT_VEHTYPE,0,24667122#40_1,1.04,23.17,225.32,3708.11,2936.3,
19,HBEFA3/PC_G_EU4,11217.84,179.38,1.1,4.55,0.26,3577.94,0,74.84,!19,DEFAULT_VEHTYPE,0,:7872495049_0_1,1.94,28.83,51.94,3128.43,2469.44,
2,HBEFA3/PC_G_EU4,9218.26,135.12,0.84,3.95,0.19,2940.17,0,70.67,!2,DEFAULT_VEHTYPE,0,4987249#96_0,25.63,13.97,63.68,4317.26,3440.58,
20,HBEFA3/PC_G_EU4,6291.62,128.18,0.73,2.73,0.13,2006.74,0,68.35,!20,DEFAULT_VEHTYPE,0,:6603274472_3_0,5.21,7.77,138.23,3136.08,3301.53,
21,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,62.69,!21,DEFAULT_VEHTYPE,0,24926513#5_0,3.51,12.74,221.89,4205.58,3072.98,
23,HBEFA3/PC_G_EU4,7814.48,145.09,0.85,3.41,0.16,2492.44,0,70.39,!23,DEFAULT_VEHTYPE,0,24852990#1_0,12.3,9.13,138.48,2524.68,2512.23,
24,HBEFA3/PC_G_EU4,5304.64,37.02,0.3,1.86,0.1,1691.93,0,71.3,!24,DEFAULT_VEHTYPE,0,4987249#41_1,13.91,24.25,53.09,3527.48,2769.04,
26,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,54.71,!26,DEFAULT_VEHTYPE,0,-646964286#0_0,24.04,8.33,139.18,2772.57,2797.98,
28,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,53.27,!28,DEFAULT_VEHTYPE,0,:7203483758_0_0,1.05,7.41,64.44,3588.78,3257.86,
29,HBEFA3/PC_G_EU4,6068,63.79,0.43,2.43,0.11,1935.4,0,67.86,!29,DEFAULT_VEHTYPE,0,771321486#4_0,2.05,15.15,138.23,3169.02,3264.67,
3,HBEFA3/PC_G_EU4,6629.34,116.26,0.69,2.84,0.13,2114.45,0,68.13,!3,DEFAULT_VEHTYPE,0,24667122#33_1,1.56,9.58,173.52,3772.51,3009.55,
30,HBEFA3/PC_G_EU4,9907.2,148.57,0.93,3.94,0.23,3159.92,0,74.23,!30,DEFAULT_VEHTYPE,0,:6602409039_3_0,2.23,28.21,117.71,2707.86,2369.23,
32,HBEFA3/PC_G_EU4,2488.81,29.76,0.19,0.88,0.02,793.83,0,62.03,!32,DEFAULT_VEHTYPE,0,701529973#0_0,8.1,9.71,24.8,2539.3,2536.19,
33,HBEFA3/PC_G_EU4,2204.8,0,0.04,0.67,0.01,703.25,0,63.79,!33,DEFAULT_VEHTYPE,0,24926513#2_0,55.77,12.84,221.86,4265.3,3139.64,
34,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,54.77,!34,DEFAULT_VEHTYPE,0,771970759_0,29.26,7.63,60.47,3563.04,2801.89,
35,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,60.61,!35,DEFAULT_VEHTYPE,0,771326027#4_0,7.95,10.38,309.46,2642.29,3003.78,
36,HBEFA3/PC_G_EU4,2274.61,6.21,0.08,0.72,0.01,725.51,0,63.24,!36,DEFAULT_VEHTYPE,0,1131706977#1_0,74.12,11.92,147.22,3334.68,2283.03,
37,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,61.21,!37,DEFAULT_VEHTYPE,0,4987249#56_0,8.99,13.71,39.57,3745.83,2947.5,
38,HBEFA3/PC_G_EU4,3155.83,81.77,0.44,1.29,0.05,1006.59,0,61.6,!38,DEFAULT_VEHTYPE,0,:6076965791_6_0,8.98,6.23,201.78,3234.98,3298.18,
39,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,54.67,!39,DEFAULT_VEHTYPE,0,-703143665#1_0,17.62,8.14,42.62,3106.55,3264.35,
40,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,61.69,!40,DEFAULT_VEHTYPE,0,30985684#3_0,104.6,11.83,307.4,2889.36,3274.76,
42,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,55.45,!42,DEFAULT_VEHTYPE,0,24887171#0_0,75.84,8.69,233.33,3736.49,2318.71,
43,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,57.47,!43,DEFAULT_VEHTYPE,0,-28518556#2_0,15.31,7.88,220.9,4264.74,2818.42,
44,HBEFA3/PC_G_EU4,9678.15,150.76,0.92,4.19,0.2,3086.85,0,71.36,!44,DEFAULT_VEHTYPE,0,-28518554#0_0,6.16,13.01,42.82,4224.54,3196.11,
45,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,59.62,!45,DEFAULT_VEHTYPE,0,645363777#1_0,7.04,8.6,48.27,3456.12,3218.08,
46,HBEFA3/PC_G_EU4,4147.57,66.28,0.4,1.67,0.07,1322.89,0,64.21,!46,DEFAULT_VEHTYPE,0,694204809#5_0,36.6,9.46,47.6,3502.35,3152.47,
47,HBEFA3/PC_G_EU4,5745.79,114.44,0.66,2.46,0.11,1832.64,0,67.11,!47,DEFAULT_VEHTYPE,0,-24926579_0,24.82,7.99,221.69,4178.38,2975.08,
49,HBEFA3/PC_G_EU4,4318.58,138.5,0.73,1.9,0.09,1377.45,0,66.65,!49,DEFAULT_VEHTYPE,0,819350925#1_0,10.61,3.8,306.07,3201.43,1777.31,
5,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,61.26,!5,DEFAULT_VEHTYPE,0,700632938#2_0,213.8,10.71,47.73,3183.75,2988.46,
50,HBEFA3/PC_G_EU4,2983.5,147.87,0.74,1.33,0.07,951.65,0,62.74,!50,DEFAULT_VEHTYPE,0,-24887099#3_0,6.52,1.42,237.84,3514.96,2268.57,
51,HBEFA3/PC_G_EU4,2624.72,164.78,0.81,1.2,0.07,837.22,0,55.94,!51,DEFAULT_VEHTYPE,0,4987249#9_0,5.1,0,51.87,3032.55,2390.33,
7,HBEFA3/PC_G_EU4,0,0,0,0,0,0,0,71.23,!7,DEFAULT_VEHTYPE,0,:7166943677_1_0,0.32,27.47,251.63,2766.56,2196.9,
9,HBEFA3/PC_G_EU4,11491.67,181.31,1.1,5.02,0.25,3665.26,0,73.13,!9,DEFAULT_VEHTYPE,0,769712194_0,43.65,14.08,58.07,3918.32,2278.39,
0,HBEFA3/PC_G_EU4,17682.72,287.87,1.75,7.76,0.41,5639.88,0,76.98,!0,DEFAULT_VEHTYPE,0,4987210#1_0,15.19,21.34,167.23,3804.83,2874.51,53
1,HBEFA3/PC_G_EU4,2624.67,164.77,0.81,1.2,0.07,837.21,0,55.94,!1,DEFAULT_VEHTYPE,4,843575350_0,8.47,0,140.52,2539.3,2550.9,
12,HBEFA3/PC_G_EU4,5717.93,50.57,0.37,2.02,0.11,1823.75,0,72.1,!12,DEFAULT_VEHTYPE,0,828126964#13_1,16.01,25.81,226.23,2981.39,2967.47,
13,HBEFA3/PC_G_EU4,6460.15,88.25,0.56,2.68,0.12,2060.47,0,67.66,!13,DEFAULT_VEHTYPE,0,28664939#0_0,43.88,12.48,249.76,4124.77,2581.24,
